日期,收市,開市,高,低,成交量,升跌（%）
2011/3/17,8282.69,8190.5,8282.69,8150.73,3.05M,-0.50%
2011/3/18,8394.75,8343.79,8399.17,8312.88,3.09M,1.35%
2011/3/21,8467.71,8421.66,8508.2,8394.22,2.46M,0.87%
2011/3/22,8508.04,8523.27,8552.82,8508.04,2.78M,0.48%
2011/3/23,8545.08,8529.93,8551.12,8481.96,2.47M,0.44%
2011/3/24,8576.4,8589.71,8603.43,8550.6,2.43M,0.37%
2011/3/25,8610.39,8645.37,8658.05,8587.84,2.45M,0.40%
2011/3/28,8553.06,8587.99,8604.24,8549.26,1.94M,-0.67%
2011/3/29,8596.57,8538.44,8596.57,8522.57,2.21M,0.51%
2011/3/30,8646.31,8605.83,8671.59,8605.83,2.54M,0.58%
2011/3/31,8683.3,8683.69,8685.44,8608.05,2.41M,0.43%
2011/4/1,8705.13,8697.84,8705.13,8654.4,1.91M,0.25%
2011/4/6,8851.98,8772.13,8860.02,8767.21,2.99M,1.69%
2011/4/7,8901.72,8884.84,8901.72,8828.92,2.64M,0.56%
2011/4/8,8894.54,8904.44,8929.06,8862.49,3.12M,-0.08%
2011/4/11,8880.27,8922.75,8922.75,8836.38,2.32M,-0.16%
2011/4/12,8732.59,8839.22,8839.22,8708.86,2.30M,-1.66%
2011/4/13,8780.2,8727.95,8780.2,8700.08,2.13M,0.55%
2011/4/14,8802.73,8787.75,8835.39,8772.3,2.28M,0.26%
2011/4/15,8718.12,8828.63,8834.07,8716.7,2.37M,-0.96%
2011/4/18,8714.48,8752.56,8764.65,8703.11,2.04M,-0.04%
2011/4/19,8638.55,8643.4,8658.97,8592.23,2.23M,-0.87%
2011/4/20,8813.28,8704.48,8813.28,8698.97,2.64M,2.02%
2011/4/21,8957.65,8893.07,8992.08,8892.06,3.69M,1.64%
2011/4/22,8969.43,8980.43,8992.67,8956.07,2.78M,0.13%
2011/4/25,8950.75,9015.91,9037.09,8950.75,2.70M,-0.21%
2011/4/26,8948.14,8894.01,8966.86,8866.74,2.39M,-0.03%
2011/4/27,9049.25,9012.28,9060.5,9012.28,3.11M,1.13%
2011/4/28,9040.77,9088.97,9099.75,9021.36,3.09M,-0.09%
2011/4/29,9007.87,9050.49,9058.78,8943.99,3.39M,-0.36%
2011/5/3,8946.08,9014.33,9018.7,8895.25,2.68M,-0.69%
2011/5/4,8947.35,8937.3,8947.35,8864.55,2.34M,0.01%
2011/5/5,9018.61,8930.24,9029.58,8907.97,2.70M,0.80%
2011/5/6,8977.23,8997.73,9018.4,8954.81,2.80M,-0.46%
2011/5/9,9035.48,9001.8,9081.26,8984.43,2.85M,0.65%
2011/5/10,9023.28,9048.25,9055.91,9007.93,2.17M,-0.14%
2011/5/11,9020.4,9073.88,9082.01,9014.36,2.36M,-0.03%
2011/5/12,9033.68,8977.77,9052.98,8963.24,2.34M,0.15%
2011/5/13,9006.61,9039.55,9059.46,8986.18,2.47M,-0.30%
2011/5/16,8911.71,8996.7,8996.7,8911.71,1.99M,-1.05%
2011/5/17,8884.09,8917.25,8928.99,8854.14,2.18M,-0.31%
2011/5/18,8944.84,8885.4,8946.99,8885.4,2.06M,0.68%
2011/5/19,8892.88,8952.25,9026.18,8888.21,2.57M,-0.58%
2011/5/20,8837.03,8944.38,8944.38,8822.75,2.28M,-0.63%
2011/5/23,8747.51,8767.3,8776.46,8695.34,2.12M,-1.01%
2011/5/24,8756.61,8730.23,8756.9,8673.38,2.15M,0.10%
2011/5/25,8727.09,8732.3,8763.64,8682.49,2.11M,-0.34%
2011/5/26,8788.4,8797.29,8807.08,8751.52,1.91M,0.70%
2011/5/27,8810,8806.29,8860.03,8803.59,2.08M,0.25%
2011/5/30,8823.68,8757.66,8844.03,8748.13,1.87M,0.16%
2011/5/31,8988.84,8860.58,9003.6,8860.58,2.90M,1.87%
2011/6/1,9062.35,8999.84,9089.47,8999.84,2.65M,0.82%
2011/6/2,8991.36,8981.71,9036.27,8977.67,2.22M,-0.78%
2011/6/3,9046.28,9024.54,9052.18,8997.35,1.89M,0.61%
2011/6/7,9057.1,9025.21,9059.19,8981.44,1.77M,0.12%
2011/6/8,9007.53,9044.85,9070.25,9007.53,1.88M,-0.55%
2011/6/9,9000.94,9020.6,9045.44,8996.08,1.72M,-0.07%
2011/6/10,8837.82,9042.35,9053.39,8837.82,2.19M,-1.81%
2011/6/13,8712.95,8791.67,8811.97,8703.52,1.96M,-1.41%
2011/6/14,8829.21,8737.24,8836.51,8737.24,1.69M,1.33%
2011/6/15,8831.45,8833.86,8876.14,8733.6,2.65M,0.03%
2011/6/16,8654.43,8739.84,8739.84,8654.43,2.09M,-2.00%
2011/6/17,8636.1,8671.45,8702,8618.85,2.25M,-0.21%
2011/6/20,8530.68,8679.15,8685.33,8518.66,2.20M,-1.22%
2011/6/21,8597.62,8571.93,8617.96,8523.04,2.09M,0.78%
2011/6/22,8621.04,8663.86,8679.37,8598.08,2.08M,0.27%
2011/6/23,8567.28,8601.15,8619.39,8559.33,1.84M,-0.62%
2011/6/24,8532.83,8567.46,8569.59,8508.16,2.05M,-0.40%
2011/6/27,8500.16,8456.36,8519.21,8433.46,2.00M,-0.38%
2011/6/28,8478.86,8536.13,8572.62,8478.69,1.84M,-0.25%
2011/6/29,8573.38,8540.35,8598.22,8499.24,2.34M,1.11%
2011/6/30,8652.59,8582.08,8652.59,8576.65,2.28M,0.92%
2011/7/1,8739.82,8684.39,8744.2,8659.57,2.42M,1.01%
2011/7/4,8774.72,8801.51,8808.47,8772.33,2.32M,0.40%
2011/7/5,8784.44,8777.22,8794.14,8743.45,2.20M,0.11%
2011/7/6,8824.44,8790.94,8842.17,8768.35,2.20M,0.46%
2011/7/7,8773.42,8795,8795.88,8757.47,2.35M,-0.58%
2011/7/8,8749.55,8782.72,8839.14,8740,2.65M,-0.27%
2011/7/11,8665.85,8749.55,8749.55,8633.55,2.01M,-0.96%
2011/7/12,8491.01,8581.43,8595.07,8479.9,2.55M,-2.02%
2011/7/13,8488.06,8480.26,8539.18,8452.86,2.39M,-0.03%
2011/7/14,8481.35,8495.51,8531.96,8410.44,2.52M,-0.08%
2011/7/15,8574.91,8494.7,8579.8,8462.05,2.60M,1.10%
2011/7/18,8538.57,8550.16,8580.33,8473.91,2.46M,-0.42%
2011/7/19,8524.57,8528.2,8554.41,8490.79,2.25M,-0.16%
2011/7/20,8706.17,8612.53,8706.17,8612.53,2.87M,2.13%
2011/7/21,8717.14,8705.84,8725.97,8683.05,2.80M,0.13%
2011/7/22,8765.32,8770.95,8794.48,8741.09,3.26M,0.55%
2011/7/25,8683.51,8764.68,8786.03,8661.76,2.43M,-0.93%
2011/7/26,8794.24,8700.59,8794.24,8689.15,2.36M,1.28%
2011/7/27,8817.49,8775.18,8819.93,8754.51,2.98M,0.26%
2011/7/28,8767.2,8739.83,8790.68,8702.84,2.85M,-0.57%
2011/7/29,8644.18,8737.72,8771.64,8638.67,3.09M,-1.40%
2011/8/1,8701.38,8629.97,8707.87,8629.97,3.19M,0.66%
2011/8/2,8584.72,8629.09,8629.09,8557.7,2.82M,-1.34%
2011/8/3,8456.86,8466.35,8472.27,8360.73,3.45M,-1.49%
2011/8/4,8317.27,8472.37,8496.07,8317.27,3.29M,-1.65%
2011/8/5,7853.13,7962.87,7975.82,7844.77,4.30M,-5.58%
2011/8/8,7552.8,7769.6,7799.49,7451.29,4.30M,-3.82%
2011/8/9,7493.12,7261.54,7599.14,7148.76,5.37M,-0.79%
2011/8/10,7736.32,7717.58,7751.59,7632.34,4.55M,3.25%
2011/8/11,7719.09,7566.39,7761.4,7499.54,3.75M,-0.22%
2011/8/12,7637.02,7825.8,7853.53,7637.02,3.47M,-1.06%
2011/8/15,7819.39,7769.17,7819.39,7748.46,2.22M,2.39%
2011/8/16,7798.59,7886.93,7896.19,7778.65,2.42M,-0.27%
2011/8/17,7741.76,7807.67,7821.99,7732.32,2.40M,-0.73%
2011/8/18,7614.97,7721.19,7721.19,7561.02,2.62M,-1.64%
2011/8/19,7342.96,7414.36,7429.96,7316.83,2.90M,-3.57%
2011/8/22,7312.59,7348.71,7468.74,7248.69,2.85M,-0.41%
2011/8/23,7550.23,7369.43,7564.64,7349.57,2.80M,3.25%
2011/8/24,7502.93,7592.51,7594.81,7432.52,2.87M,-0.63%
2011/8/25,7410.87,7559.47,7564.87,7409.02,2.59M,-1.23%
2011/8/26,7445.1,7438.52,7503.38,7389.57,2.44M,0.46%
2011/8/29,7578.01,7482.92,7608.77,7474.31,1.95M,1.79%
2011/8/30,7646.19,7654.37,7675.17,7599.27,2.56M,0.90%
2011/8/31,7741.36,7665.22,7741.36,7602.68,2.48M,1.24%
2011/9/1,7757.76,7799.18,7886.04,7755.55,3.47M,0.21%
2011/9/2,7757.06,7801.28,7801.28,7703.1,2.13M,-0.01%
2011/9/5,7551.57,7637.9,7637.9,7538.58,2.16M,-2.65%
2011/9/6,7367.19,7496.24,7522.94,7357.76,2.65M,-2.44%
2011/9/7,7529.01,7468.29,7529.01,7428.7,2.18M,2.20%
2011/9/8,7548.37,7601.29,7626.78,7520.76,2.34M,0.26%
2011/9/9,7610.57,7568.22,7651.27,7547,2.09M,0.82%
2011/9/13,7391.37,7530,7538.04,7382,2.37M,-2.88%
2011/9/14,7228.47,7455.5,7477.86,7186.75,3.10M,-2.20%
2011/9/15,7385.68,7374.58,7430.29,7348.21,2.42M,2.17%
2011/9/16,7577.4,7494.29,7606.7,7494.29,3.03M,2.60%
2011/9/19,7480.88,7572.83,7572.94,7468.77,1.74M,-1.27%
2011/9/20,7492.85,7485.6,7544.88,7389.39,2.27M,0.16%
2011/9/21,7535.88,7515.66,7574.78,7465.98,2.49M,0.57%
2011/9/22,7305.5,7419.49,7419.49,7287.76,2.67M,-3.06%
2011/9/23,7046.22,7101.34,7126.81,6997.61,3.27M,-3.55%
2011/9/26,6877.12,7026.49,7058.43,6877.12,2.74M,-2.40%
2011/9/27,7089.95,7031.13,7119.14,7027.89,2.70M,3.09%
2011/9/28,7146.98,7148.38,7154.4,7099.73,2.37M,0.80%
2011/9/29,7182.61,7090.12,7218.57,7061.01,2.29M,0.50%
2011/9/30,7225.38,7222.16,7251.87,7163.75,2.34M,0.60%
2011/10/3,7013.97,7128.66,7128.66,6998.37,2.07M,-2.93%
2011/10/4,7047.87,6937.24,7047.99,6889.99,2.28M,0.48%
2011/10/5,6989.15,7061.17,7091.01,6989.15,1.74M,-0.83%
2011/10/6,7132,7094.61,7170.92,7094.61,2.21M,2.04%
2011/10/7,7211.96,7210.92,7253.09,7196.22,2.30M,1.12%
2011/10/11,7398.71,7348.86,7398.71,7348.86,2.74M,2.59%
2011/10/12,7382.35,7390.06,7407.08,7323.54,2.19M,-0.22%
2011/10/13,7428.33,7423.18,7444.33,7372.41,2.36M,0.62%
2011/10/14,7358.08,7430.5,7430.5,7353.8,1.81M,-0.95%
2011/10/17,7461.12,7412.88,7475.06,7401.3,1.88M,1.40%
2011/10/18,7359.48,7352.12,7379.08,7322.01,1.64M,-1.36%
2011/10/19,7353.37,7393.73,7393.73,7316.58,1.72M,-0.08%
2011/10/20,7244.32,7347.93,7361.22,7240.15,1.62M,-1.48%
2011/10/21,7254.51,7272.51,7272.51,7205.21,1.40M,0.14%
2011/10/24,7470.3,7352.43,7472.5,7352.43,2.41M,2.97%
2011/10/25,7491.21,7506.08,7506.08,7468.53,2.21M,0.28%
2011/10/26,7535.82,7437.77,7548.51,7425.99,2.07M,0.60%
2011/10/27,7565.21,7548.36,7590.88,7504.96,2.87M,0.39%
2011/10/28,7616.06,7693.24,7743.37,7602.63,3.59M,0.67%
2011/10/31,7587.69,7637.48,7658.97,7557.05,2.16M,-0.37%
2011/11/1,7622.01,7547.24,7656.26,7505.96,2.23M,0.45%
2011/11/2,7598.45,7500.54,7599.54,7448.28,2.49M,-0.31%
2011/11/3,7460.31,7603.45,7603.45,7460.31,2.59M,-1.82%
2011/11/4,7603.23,7581.61,7635.75,7578.36,2.76M,1.92%
2011/11/7,7621.72,7623.16,7638.03,7586.86,2.04M,0.24%
2011/11/8,7600.79,7652.47,7683.09,7600.79,2.19M,-0.27%
2011/11/9,7561.86,7646.12,7654.15,7561.86,2.03M,-0.51%
2011/11/10,7308.68,7431.26,7434.37,7274.84,2.92M,-3.35%
2011/11/11,7367.29,7369.73,7385.98,7288.49,2.10M,0.80%
2011/11/14,7525.65,7472.16,7544.23,7472.16,2.01M,2.15%
2011/11/15,7491.06,7515.5,7528.78,7475.33,1.59M,-0.46%
2011/11/16,7387.52,7520.95,7541.68,7385.13,2.12M,-1.38%
2011/11/17,7387.81,7333.57,7392.82,7284.3,1.82M,0.00%
2011/11/18,7233.78,7296.09,7327.67,7233.78,2.10M,-2.08%
2011/11/21,7042.64,7166.26,7183.47,7042.64,2.35M,-2.64%
2011/11/22,7000.03,7064.61,7082.4,6970.72,2.25M,-0.61%
2011/11/23,6806.43,6967.66,6981.54,6806.43,2.48M,-2.77%
2011/11/24,6864.39,6748.92,6885.24,6744.26,2.41M,0.85%
2011/11/25,6784.52,6906.34,6950.5,6751.48,2.38M,-1.16%
2011/11/28,6898.78,6844.3,6920.79,6844.3,1.64M,1.68%
2011/11/29,6988.65,6966.58,6998.06,6934.87,1.96M,1.30%
2011/11/30,6904.12,7001.59,7001.59,6860.05,3.09M,-1.21%
2011/12/1,7178.69,7132.41,7199.26,7129.07,3.34M,3.98%
2011/12/2,7140.68,7164,7186.66,7109.71,2.06M,-0.53%
2011/12/5,7098.08,7149.58,7149.59,7057.33,1.56M,-0.60%
2011/12/6,6956.28,7075.84,7075.84,6956.28,1.74M,-2.00%
2011/12/7,7033,7004.18,7046.39,6992.27,1.73M,1.10%
2011/12/8,6982.9,7018.64,7018.64,6907.95,1.75M,-0.71%
2011/12/9,6893.3,6891.47,6927.99,6831.39,1.92M,-1.28%
2011/12/12,6949.04,6975.62,7002.09,6923.88,1.39M,0.81%
2011/12/13,6896.31,6883.08,6919.68,6850.88,1.53M,-0.76%
2011/12/14,6922.57,6912.54,6926.09,6860.39,1.55M,0.38%
2011/12/15,6764.59,6874.18,6874.18,6764.59,1.83M,-2.28%
2011/12/16,6785.09,6783.02,6810.08,6757.33,1.47M,0.30%
2011/12/19,6633.33,6780.64,6780.64,6609.11,2.07M,-2.24%
2011/12/20,6662.64,6654.67,6696.93,6646.3,1.77M,0.44%
2011/12/21,6966.48,6878.63,6966.48,6878.63,2.14M,4.56%
2011/12/22,6966.35,6968.22,6989.59,6940.85,1.96M,0.00%
2011/12/23,7110.73,7035.1,7122.28,7035.1,2.72M,2.07%
2011/12/26,7092.58,7125.04,7125.67,7078.06,1.73M,-0.26%
2011/12/27,7085.03,7085.5,7107.67,7043.64,1.65M,-0.11%
2011/12/28,7056.67,7086.1,7093.47,7036.92,1.80M,-0.40%
2011/12/29,7074.82,7026.86,7074.82,6998.97,1.52M,0.26%
2011/12/30,7072.08,7109.85,7139.03,7054.79,1.70M,-0.04%
2012/1/2,6952.21,7071.35,7073.48,6948.67,1.33M,-1.69%
2012/1/3,7053.38,7005.39,7073.79,7005.39,1.82M,1.46%
2012/1/4,7082.97,7093.07,7116.22,7064.58,2.13M,0.42%
2012/1/5,7130.86,7099.35,7130.86,7073.32,2.21M,0.68%
2012/1/6,7120.51,7129.53,7139.04,7090.47,2.35M,-0.15%
2012/1/9,7093.04,7103.09,7103.09,7050.25,1.74M,-0.39%
2012/1/10,7178.87,7128.86,7181.74,7128.86,2.55M,1.21%
2012/1/11,7188.21,7203.1,7212.36,7184.38,2.39M,0.13%
2012/1/12,7186.58,7202.38,7209.74,7173.87,2.18M,-0.02%
2012/1/13,7181.54,7226.24,7249.94,7169.92,2.53M,-0.07%
2012/1/16,7103.62,7241.92,7258.84,7091.35,2.09M,-1.09%
2012/1/17,7221.08,7144.2,7221.08,7118.36,2.61M,1.65%
2012/1/18,7233.69,7235.54,7245.13,7194.55,3.02M,0.17%
2012/1/30,7407.41,7382.72,7443.03,7382.72,3.58M,2.40%
2012/1/31,7517.08,7436.52,7517.08,7421.01,4.30M,1.48%
2012/2/1,7549.21,7520.36,7566.08,7488.97,4.05M,0.43%
2012/2/2,7652.46,7613.79,7652.46,7578.76,4.45M,1.37%
2012/2/3,7674.99,7658.68,7674.99,7608.41,4.26M,0.29%
2012/2/4,7741.24,7731.55,7787.89,7727.29,4.64M,0.86%
2012/2/6,7687.98,7752.28,7752.28,7677.56,3.71M,-0.69%
2012/2/7,7707.44,7680.36,7751.76,7673.91,3.00M,0.25%
2012/2/8,7869.91,7766.38,7869.91,7766.38,3.99M,2.11%
2012/2/9,7910.78,7863.36,7910.78,7840.38,4.23M,0.52%
2012/2/10,7862.27,7922.61,7941.63,7848.78,3.97M,-0.61%
2012/2/13,7912.91,7849.21,7917.96,7837.58,3.47M,0.64%
2012/2/14,7884.08,7937.28,7937.28,7829.76,3.39M,-0.36%
2012/2/15,8005.24,7919.41,8011.87,7902.08,3.96M,1.54%
2012/2/16,7869.7,7983.75,8010.5,7851.62,4.46M,-1.69%
2012/2/17,7894.36,7956.91,8013.46,7862.11,3.79M,0.31%
2012/2/20,7954.82,7959.99,7985.5,7913.65,2.82M,0.77%
2012/2/21,7921.5,7953.06,7973.47,7870.26,2.94M,-0.42%
2012/2/22,8001.68,7908.38,8018.54,7897.65,3.49M,1.01%
2012/2/23,7937.3,7981.92,7991.92,7935.42,2.86M,-0.80%
2012/2/24,7959.34,7971.62,7974.58,7899.62,2.81M,0.28%
2012/2/29,8121.44,8046.14,8121.44,8046.14,3.45M,2.04%
2012/3/1,8118.34,8127.57,8151.7,8103.75,2.84M,-0.04%
2012/3/2,8144.04,8161.87,8170.72,8114.14,3.16M,0.32%
2012/3/3,8114.44,8119.94,8134.94,8087.2,2.40M,-0.36%
2012/3/5,8004.74,8105.27,8115.49,7998.96,2.83M,-1.35%
2012/3/6,7937.97,8006.85,8028.02,7860.87,3.06M,-0.83%
2012/3/7,7903.08,7846.49,7937.11,7824.45,2.60M,-0.44%
2012/3/8,7984.56,7952.94,8000.93,7905.5,2.73M,1.03%
2012/3/9,8016.01,8012.59,8027.08,7965.68,2.70M,0.39%
2012/3/12,7927.55,8028.87,8028.87,7927.55,2.19M,-1.10%
2012/3/13,8031.51,7990.6,8045.61,7974.38,2.55M,1.31%
2012/3/14,8125.26,8132.96,8170.31,8113.76,3.11M,1.17%
2012/3/15,8121.62,8141.93,8142.98,8088.1,2.44M,-0.04%
2012/3/16,8054.94,8130.28,8130.52,8054.94,2.73M,-0.82%
2012/3/19,8043.92,8113.46,8123.15,7997.05,2.10M,-0.14%
2012/3/20,7972.7,8062.91,8062.91,7965.96,2.00M,-0.89%
2012/3/21,7981.94,7993.46,8013.67,7940.19,2.18M,0.12%
2012/3/22,8059.94,7997.66,8075.97,7995.57,2.20M,0.98%
2012/3/23,8076.61,8067.93,8076.61,8030.88,1.97M,0.21%
2012/3/26,7967.62,8073.93,8073.93,7958.72,2.17M,-1.35%
2012/3/27,8029.46,8033.22,8033.22,7978.74,1.98M,0.78%
2012/3/28,8038.07,8074.64,8085.43,8013.8,2.00M,0.11%
2012/3/29,7872.66,7997.87,7997.87,7808.55,3.21M,-2.06%
2012/3/30,7933,7832.22,7933,7775.75,2.41M,0.77%
2012/4/2,7862.9,7905.88,7928.43,7859.56,1.68M,-0.88%
2012/4/3,7760.85,7896.72,7907.62,7723.39,2.54M,-1.30%
2012/4/5,7639.82,7603.31,7667.04,7528.03,2.43M,-1.56%
2012/4/6,7706.26,7667.9,7713.24,7638.05,1.92M,0.87%
2012/4/9,7600.87,7587.68,7650.89,7529.39,1.48M,-1.37%
2012/4/10,7640.68,7659.03,7692.94,7605.67,1.69M,0.52%
2012/4/11,7656.67,7592.94,7666.07,7573.05,1.64M,0.21%
2012/4/12,7662.92,7669.46,7673.84,7599,1.76M,0.08%
2012/4/13,7788.27,7734.55,7788.27,7733.18,2.22M,1.64%
2012/4/16,7729.86,7747.36,7749.49,7714.14,1.48M,-0.75%
2012/4/17,7585.87,7736.7,7752.1,7585.87,1.96M,-1.86%
2012/4/18,7605,7676.48,7683.95,7590.98,1.68M,0.25%
2012/4/19,7622.69,7602.28,7632.73,7528.04,1.62M,0.23%
2012/4/20,7507.15,7601.57,7605.22,7507.15,1.83M,-1.52%
2012/4/23,7481.09,7488.82,7521.42,7430.93,1.62M,-0.35%
2012/4/24,7498.84,7457.02,7533.55,7444.79,1.52M,0.24%
2012/4/25,7563.18,7552.78,7569.25,7525.69,1.55M,0.86%
2012/4/26,7521.35,7596.53,7600.45,7509.88,1.60M,-0.55%
2012/4/27,7480.5,7569.29,7598.45,7459.75,1.94M,-0.54%
2012/4/30,7501.72,7439.22,7501.72,7422.14,1.61M,0.28%
2012/5/2,7676.81,7511.76,7679.07,7511.76,2.70M,2.33%
2012/5/3,7659.53,7671.06,7681.23,7643.09,1.85M,-0.23%
2012/5/4,7700.95,7619.73,7704.87,7614.99,2.08M,0.54%
2012/5/7,7538.08,7608.35,7608.35,7515.69,1.87M,-2.11%
2012/5/8,7545.71,7572.16,7572.31,7522.29,1.51M,0.10%
2012/5/9,7475.71,7485.33,7513.71,7448.9,1.65M,-0.93%
2012/5/10,7484.01,7479.14,7523.37,7470.81,1.36M,0.11%
2012/5/11,7401.37,7472.56,7473.55,7382.95,1.60M,-1.10%
2012/5/14,7377.18,7389.89,7412.59,7346.86,1.14M,-0.33%
2012/5/15,7395.64,7328.74,7396.42,7291.44,1.55M,0.25%
2012/5/16,7234.57,7376.71,7399.83,7234.57,1.88M,-2.18%
2012/5/17,7356.77,7304.4,7356.77,7274.32,1.84M,1.69%
2012/5/18,7151.19,7252.24,7253.1,7149.36,2.14M,-2.79%
2012/5/21,7192.23,7164.9,7220.1,7164.9,1.30M,0.57%
2012/5/22,7274.89,7257.96,7274.89,7232.52,1.51M,1.15%
2012/5/23,7147.75,7213.6,7213.6,7130.52,1.55M,-1.75%
2012/5/24,7124.89,7155.74,7190.55,7090.47,1.64M,-0.32%
2012/5/25,7071.63,7116.33,7139.76,7066.39,1.33M,-0.75%
2012/5/28,7136,7067.55,7136,7047.32,1.11M,0.91%
2012/5/29,7342.29,7179.58,7349.85,7178.67,2.33M,2.89%
2012/5/30,7261.8,7331.64,7331.64,7222.88,2.16M,-1.10%
2012/5/31,7301.5,7184.91,7301.5,7132.8,2.52M,0.55%
2012/6/1,7106.09,7213.69,7218.75,7106.09,1.84M,-2.68%
2012/6/4,6894.66,6907.13,6937.33,6857.35,2.14M,-2.98%
2012/6/5,7000.45,6988.52,7037.57,6967.31,1.63M,1.53%
2012/6/6,7056.15,7037.92,7076.28,7004.4,1.71M,0.80%
2012/6/7,7080.31,7133.78,7139.16,7052.36,1.66M,0.34%
2012/6/8,6999.65,7033.51,7063.08,6979.82,1.22M,-1.14%
2012/6/11,7120.23,7081.72,7137.98,7081.72,1.49M,1.72%
2012/6/12,7072.08,7036.44,7076.37,7026.27,1.16M,-0.68%
2012/6/13,7088.83,7103.2,7109.34,7059.85,1.32M,0.24%
2012/6/14,7075.1,7096.86,7114.07,7070.36,1.21M,-0.19%
2012/6/15,7155.83,7094,7166.08,7085.92,2.35M,1.14%
2012/6/18,7281.5,7263.81,7302.82,7262.8,2.05M,1.76%
2012/6/19,7273.13,7286.54,7288.98,7239.42,1.34M,-0.11%
2012/6/20,7334.63,7309.23,7334.63,7281.74,1.57M,0.85%
2012/6/21,7279.05,7301.79,7311.39,7259.11,1.51M,-0.76%
2012/6/22,7222.05,7210.8,7229.73,7185.31,1.37M,-0.78%
2012/6/25,7166.38,7222.61,7222.61,7157.9,1.28M,-0.77%
2012/6/26,7137.93,7145.22,7156.99,7117.17,1.35M,-0.40%
2012/6/27,7183.01,7137.99,7199.32,7127.98,1.28M,0.63%
2012/6/28,7169.61,7230.47,7236.71,7165.34,1.38M,-0.19%
2012/6/29,7296.28,7183.45,7296.28,7177.59,1.62M,1.77%
2012/7/2,7345.16,7332.09,7359.99,7318.22,1.83M,0.67%
2012/7/3,7418.36,7363.37,7431.7,7357.67,1.92M,1.00%
2012/7/4,7422.59,7414.56,7442.55,7397.8,2.11M,0.06%
2012/7/5,7387.78,7412.55,7426.62,7376.45,1.61M,-0.47%
2012/7/6,7368.59,7392.78,7406.62,7328.03,1.54M,-0.26%
2012/7/9,7309.96,7301.72,7333.28,7293.11,1.21M,-0.80%
2012/7/10,7251.35,7305.76,7328.75,7228.88,1.61M,-0.80%
2012/7/11,7257.91,7207.08,7261.59,7202.38,1.46M,0.09%
2012/7/12,7130.93,7240.88,7242.78,7130.93,1.60M,-1.75%
2012/7/13,7104.27,7113.14,7153.85,7103.71,1.41M,-0.37%
2012/7/16,7090.04,7135.94,7147.38,7085.38,1.34M,-0.20%
2012/7/17,7127,7056.8,7133.05,7051.76,1.63M,0.52%
2012/7/18,7049.05,7132.65,7132.65,7046.09,1.42M,-1.09%
2012/7/19,7148.57,7109.33,7163.75,7098.18,1.59M,1.41%
2012/7/20,7164.68,7136.48,7164.68,7130.71,1.18M,0.23%
2012/7/23,7028.73,7105.99,7105.99,6996.18,1.39M,-1.90%
2012/7/24,7008.35,7004.44,7015.76,6968.78,1.50M,-0.29%
2012/7/25,6979.13,6932.12,7036.95,6922.73,1.59M,-0.42%
2012/7/26,6970.69,7012.94,7023.98,6963.57,1.60M,-0.12%
2012/7/27,7124.49,7060.43,7124.49,7045.31,1.83M,2.21%
2012/7/30,7158.88,7159.21,7184.31,7146.07,1.78M,0.48%
2012/7/31,7270.49,7140.53,7270.49,7140.53,2.12M,1.56%
2012/8/1,7267.96,7242.58,7273.62,7223.17,1.90M,-0.03%
2012/8/3,7217.51,7220.51,7235.63,7186.78,1.89M,-0.69%
2012/8/6,7286.33,7311.74,7340.56,7276.6,2.00M,0.95%
2012/8/7,7295.46,7289.89,7300.99,7265.96,1.79M,0.13%
2012/8/8,7319.8,7331.59,7357.42,7302.9,2.23M,0.33%
2012/8/9,7433.7,7341.87,7435,7341.87,2.65M,1.56%
2012/8/10,7441.12,7443.36,7458.23,7409.43,2.08M,0.10%
2012/8/13,7436.3,7495.81,7495.81,7423.84,1.70M,-0.06%
2012/8/14,7479.25,7447.03,7520.65,7447.03,2.06M,0.58%
2012/8/15,7467.74,7489.81,7489.81,7442.72,1.84M,-0.15%
2012/8/16,7490.21,7475.68,7515.02,7456.4,2.10M,0.30%
2012/8/17,7467.92,7502.85,7516.71,7467.92,1.95M,-0.30%
2012/8/20,7431.91,7482.05,7485.16,7422.44,1.53M,-0.48%
2012/8/21,7506.81,7459.5,7536.32,7459.5,1.99M,1.01%
2012/8/22,7496.58,7495.87,7501.26,7461.07,1.72M,-0.14%
2012/8/23,7505.17,7486.58,7519.03,7475.09,1.75M,0.11%
2012/8/24,7477.53,7479.57,7494.36,7454.85,1.78M,-0.37%
2012/8/27,7468.22,7504.45,7523.54,7457.75,1.57M,-0.12%
2012/8/28,7361.94,7440.56,7445.08,7359.83,1.75M,-1.42%
2012/8/29,7391.15,7379.48,7405.3,7368.4,1.45M,0.40%
2012/8/30,7371.44,7372.06,7404.94,7360.1,1.89M,-0.27%
2012/8/31,7397.06,7363.25,7406.52,7363.25,1.58M,0.35%
2012/9/3,7450.53,7430.4,7462.15,7389.68,1.82M,0.72%
2012/9/4,7451.35,7471.31,7479.01,7440.03,1.89M,0.01%
2012/9/5,7367.44,7429.93,7429.93,7364.68,1.91M,-1.13%
2012/9/6,7326.72,7383.04,7390.76,7313.56,1.82M,-0.55%
2012/9/7,7424.91,7434.43,7446.1,7409.88,2.18M,1.34%
2012/9/10,7482.74,7435.34,7482.74,7435.34,2.30M,0.78%
2012/9/11,7485.13,7497.23,7509.16,7468.18,1.84M,0.03%
