日期,收市,開市,高,低,成交量,升跌（%）
2014/3/21,8577.17,8642.82,8642.82,8562.57,2.47M,-0.23%
2014/3/24,8605.38,8540.27,8605.38,8508.01,1.98M,0.33%
2014/3/25,8689.3,8589.19,8689.3,8589.19,2.02M,0.98%
2014/3/26,8737.27,8741.03,8746.71,8717.79,2.31M,0.55%
2014/3/27,8779.57,8737.56,8780.42,8723.82,2.33M,0.48%
2014/3/28,8774.64,8779.91,8812.41,8751.07,2.28M,-0.06%
2014/3/31,8849.28,8802.93,8849.28,8769.97,2.04M,0.85%
2014/4/1,8873.15,8847.34,8873.15,8826.16,2.29M,0.27%
2014/4/2,8905.45,8906.52,8922.79,8883.14,2.44M,0.36%
2014/4/3,8888.54,8902.94,8913.74,8871.16,2.58M,-0.19%
2014/4/7,8876.44,8844.91,8876.44,8828.59,2.35M,-0.14%
2014/4/8,8888.25,8878.88,8899.12,8860.7,2.08M,0.13%
2014/4/9,8930.57,8912.39,8936.57,8912.39,2.34M,0.48%
2014/4/10,8948.1,8964.34,8978.52,8898.3,2.78M,0.20%
2014/4/11,8908.05,8900.13,8909.97,8848.24,2.30M,-0.45%
2014/4/14,8857.42,8897.23,8899.51,8852.66,1.79M,-0.57%
2014/4/15,8916.71,8898.65,8918.94,8889.44,2.08M,0.67%
2014/4/16,8923.82,8921.07,8968.56,8894.29,2.18M,0.08%
2014/4/17,8944.16,8942.23,8962.66,8921.56,2.29M,0.23%
2014/4/18,8966.66,8994.77,9002.7,8945.56,1.85M,0.25%
2014/4/21,8951.19,8961.52,8965.58,8938.47,1.81M,-0.17%
2014/4/22,8974.71,8956.22,8989.06,8955.19,2.19M,0.26%
2014/4/23,8956.92,9009.59,9022.28,8947.86,2.62M,-0.20%
2014/4/24,8945.45,8968.82,8971.94,8926.55,2.39M,-0.13%
2014/4/25,8774.12,8945.81,8951.06,8749.51,3.38M,-1.92%
2014/4/28,8809.71,8680.14,8825.93,8671.65,2.35M,0.41%
2014/4/29,8872.11,8845.6,8884.48,8833.37,2.08M,0.71%
2014/4/30,8791.44,8885.7,8890.09,8791.44,2.41M,-0.91%
2014/5/2,8867.32,8846.86,8875.9,8839.92,2.12M,0.86%
2014/5/5,8870.43,8895.87,8911.08,8844.45,1.94M,0.04%
2014/5/6,8912.39,8888.45,8927.39,8853.72,2.30M,0.47%
2014/5/7,8893.22,8903.72,8911.03,8856.98,2.35M,-0.22%
2014/5/8,8930.9,8925.21,8941.46,8891.74,2.47M,0.42%
2014/5/9,8889.69,8943.14,8945.63,8878.32,2.43M,-0.46%
2014/5/12,8808.61,8893.72,8898.31,8803.43,2.07M,-0.91%
2014/5/13,8817.94,8865.61,8886.66,8809.06,2.17M,0.11%
2014/5/14,8875.16,8842.05,8875.16,8812.19,2.10M,0.65%
2014/5/15,8880.65,8852.92,8880.65,8839.44,1.71M,0.06%
2014/5/16,8888.45,8857.12,8896.72,8816.92,1.80M,0.09%
2014/5/19,8899.9,8901.54,8912.35,8877.46,1.80M,0.13%
2014/5/20,8887.79,8922.08,8930.79,8887.79,1.74M,-0.14%
2014/5/21,8862.42,8894.16,8905.04,8848.53,1.65M,-0.29%
2014/5/22,8969.63,8899.82,8969.63,8899.82,2.03M,1.21%
2014/5/23,9008.22,8960.79,9008.22,8960.79,2.23M,0.43%
2014/5/26,9036.12,9040.49,9053.75,9026.77,2.25M,0.31%
2014/5/27,9055.29,9045.08,9059.19,9035.69,2.06M,0.21%
2014/5/28,9121.71,9072.04,9125.14,9069.89,2.50M,0.73%
2014/5/29,9109,9123.46,9131.66,9093.57,2.35M,-0.14%
2014/5/30,9075.91,9130.66,9139.57,9075.91,3.48M,-0.36%
2014/6/3,9123.46,9106.61,9128.34,9070.45,2.37M,0.52%
2014/6/4,9119.96,9135.01,9140.55,9114.18,2.58M,-0.04%
2014/6/5,9140.72,9127.56,9140.72,9094.13,2.77M,0.23%
2014/6/6,9134.46,9167.83,9174.77,9122.56,2.86M,-0.07%
2014/6/9,9162.74,9153.93,9166.58,9138.93,2.46M,0.31%
2014/6/10,9222.37,9181.9,9222.37,9171.75,2.52M,0.65%
2014/6/11,9229.8,9218.5,9229.8,9204.76,2.44M,0.08%
2014/6/12,9204.65,9209.99,9220.89,9186.79,2.62M,-0.27%
2014/6/13,9196.39,9192.73,9207.74,9171.51,2.36M,-0.09%
2014/6/16,9202.93,9196.23,9214.19,9179.56,2.37M,0.07%
2014/6/17,9240.6,9223.02,9249.87,9200.86,2.51M,0.41%
2014/6/18,9279.93,9257.65,9316.64,9204.35,3.01M,0.43%
2014/6/19,9316.81,9288.69,9324.4,9283.38,2.20M,0.40%
2014/6/20,9273.79,9330.35,9339.83,9273.79,2.24M,-0.46%
2014/6/23,9228.35,9293.06,9302.65,9225.73,2.70M,-0.49%
2014/6/24,9246.2,9232.35,9276.24,9232.35,1.91M,0.19%
2014/6/25,9242.16,9250.13,9255.87,9229.8,1.99M,-0.04%
2014/6/26,9320.94,9273.36,9320.94,9271.35,2.77M,0.85%
2014/6/27,9306.83,9316.89,9330.95,9303.57,2.25M,-0.15%
2014/6/30,9393.07,9332.44,9393.07,9327.89,2.58M,0.93%
2014/7/1,9441.92,9393.07,9463.06,9374.28,3.00M,0.52%
2014/7/2,9484.96,9482,9547.05,9421.87,4.11M,0.46%
2014/7/3,9526.23,9468.78,9538.65,9449.78,2.91M,0.44%
2014/7/4,9510.05,9525.93,9550.11,9482.94,2.89M,-0.17%
2014/7/7,9520.2,9497.27,9520.2,9454.67,2.81M,0.11%
2014/7/8,9530.98,9515.18,9540.57,9499.17,2.81M,0.11%
2014/7/9,9489.98,9510,9522.99,9478.76,2.68M,-0.43%
2014/7/10,9565.12,9512.89,9568.75,9512.89,3.20M,0.79%
2014/7/11,9495.84,9561.71,9591.27,9478.07,3.37M,-0.72%
2014/7/14,9520.3,9497.81,9545.99,9488.12,2.80M,0.26%
2014/7/15,9569.17,9558.42,9593.68,9547.94,2.96M,0.51%
2014/7/16,9484.73,9570.33,9574.13,9471.65,3.06M,-0.88%
2014/7/17,9408.24,9420.11,9461.86,9373.87,2.92M,-0.81%
2014/7/18,9400.97,9335.38,9421.34,9335.38,2.32M,-0.08%
2014/7/21,9440.97,9453.78,9480.14,9426.3,2.23M,0.43%
2014/7/22,9499.36,9453.23,9499.36,9418.74,2.28M,0.62%
2014/7/23,9499.36,9453.23,9499.36,9418.74,2.28M,0.00%
2014/7/24,9527.54,9508.26,9538.07,9483.52,2.68M,0.30%
2014/7/25,9439.29,9519.99,9528.7,9412.48,2.53M,-0.93%
2014/7/28,9420.18,9415.9,9460.43,9385.56,2.51M,-0.20%
2014/7/29,9391.88,9457.8,9483.75,9357.32,3.53M,-0.30%
2014/7/30,9447.02,9409.62,9456.03,9398.82,2.52M,0.59%
2014/7/31,9315.85,9436.04,9438.97,9313.87,2.52M,-1.39%
2014/8/1,9266.51,9223.75,9274.64,9201.83,2.40M,-0.53%
2014/8/4,9330.19,9280.29,9330.19,9258.18,2.28M,0.69%
2014/8/5,9141.44,9316.82,9316.82,9141.44,2.61M,-2.02%
2014/8/6,9143.97,9148.36,9163.81,9070.09,2.62M,0.03%
2014/8/7,9131.44,9162.65,9172.88,9108.85,1.91M,-0.14%
2014/8/8,9085.96,9120.2,9120.2,9014.89,2.14M,-0.50%
2014/8/11,9172.91,9109.83,9184.96,9107.21,1.92M,0.96%
2014/8/12,9163.12,9188.85,9198.1,9146.98,1.93M,-0.11%
2014/8/13,9231.31,9155.02,9231.66,9147.14,2.03M,0.74%
2014/8/14,9230.61,9276.41,9282.01,9218.55,2.18M,-0.01%
2014/8/15,9206.81,9243.67,9243.67,9172.91,1.92M,-0.26%
2014/8/18,9141.31,9222.73,9222.73,9128.66,1.99M,-0.71%
2014/8/19,9243.78,9188.63,9255.09,9188.63,1.98M,1.12%
2014/8/20,9288.05,9278.15,9294.49,9249.31,2.12M,0.48%
2014/8/21,9253.38,9286.82,9289.02,9217.97,2.04M,-0.37%
2014/8/22,9380.1,9273.07,9380.6,9271.87,2.49M,1.37%
2014/8/25,9390.62,9393.24,9409.35,9369.24,1.91M,0.11%
2014/8/26,9393.96,9394.28,9418.77,9386.49,1.98M,0.04%
2014/8/27,9485.59,9426.29,9491.75,9426.29,2.94M,0.98%
2014/8/28,9478.37,9499.22,9502.42,9453.49,2.71M,-0.08%
2014/8/29,9436.27,9459.81,9470.15,9425.35,2.27M,-0.44%
2014/9/1,9513.06,9474.41,9532.66,9472.96,2.07M,0.81%
2014/9/2,9399.72,9503.65,9503.65,9388.13,2.08M,-1.19%
2014/9/3,9450.35,9434.88,9455.78,9396.79,1.95M,0.54%
2014/9/4,9428.89,9439.76,9439.76,9389.29,1.71M,-0.23%
2014/9/5,9407.94,9446.45,9451.39,9365.7,1.65M,-0.22%
2014/9/9,9434.77,9452.14,9465.93,9426.99,1.87M,0.29%
2014/9/10,9357.61,9410.62,9410.62,9309.05,1.84M,-0.82%
2014/9/11,9322.95,9376.38,9381.05,9322.95,1.70M,-0.37%
2014/9/12,9223.18,9324.74,9333.28,9223.18,1.79M,-1.07%
2014/9/15,9217.46,9206.41,9242.23,9175.61,1.48M,-0.06%
2014/9/16,9133.4,9218.85,9219.42,9133.4,1.72M,-0.91%
2014/9/17,9195.17,9171.04,9252.38,9159.85,1.88M,0.68%
2014/9/18,9237.03,9211.8,9237.88,9201.91,1.55M,0.46%
2014/9/19,9240.45,9268.44,9289.22,9235.44,1.82M,0.04%
2014/9/22,9134.65,9220.54,9220.54,9106.27,1.78M,-1.14%
2014/9/23,9084.9,9134.29,9147.21,9084.9,1.64M,-0.54%
2014/9/24,9098.49,9071.8,9123.11,9071.8,1.58M,0.15%
2014/9/25,9011.59,9126.76,9149.41,8982.51,2.04M,-0.96%
2014/9/26,8989.82,8957.56,9001.98,8913.51,1.71M,-0.24%
2014/9/29,8960.76,9018.46,9018.46,8948.09,1.71M,-0.32%
2014/9/30,8966.92,8954.58,8998.83,8860.17,2.30M,0.07%
2014/10/1,8990.26,8958.87,9014.26,8918.96,1.65M,0.26%
2014/10/2,8975.19,8959.37,9010.27,8913.01,1.83M,-0.17%
2014/10/3,9106.28,9010.3,9113.8,8998.27,1.87M,1.46%
2014/10/6,9095.14,9118.28,9122.54,9065.34,1.63M,-0.12%
2014/10/7,9040.81,9065.67,9074.8,8993.45,1.57M,-0.60%
2014/10/8,8955.18,8989.99,9038.61,8955.18,1.56M,-0.95%
2014/10/9,8966.44,9021.31,9054.67,8946.16,1.78M,0.13%
2014/10/13,8711.39,8767.42,8795.77,8711.39,2.33M,-2.84%
2014/10/14,8768.39,8691.83,8768.39,8684.19,1.74M,0.65%
2014/10/15,8655.51,8769.39,8776.91,8635.41,2.30M,-1.29%
2014/10/16,8633.69,8602.65,8676.46,8501.29,2.51M,-0.25%
2014/10/17,8512.88,8688.71,8699.77,8512.88,2.66M,-1.40%
2014/10/20,8663.14,8617.08,8679.85,8611.17,1.75M,1.77%
2014/10/21,8654.64,8676.32,8676.32,8636.67,1.38M,-0.10%
2014/10/22,8748.83,8744.91,8775.35,8729.77,1.91M,1.09%
2014/10/23,8731.07,8735.38,8751.67,8714.88,1.44M,-0.20%
2014/10/24,8646.01,8740.28,8750.42,8629.24,1.54M,-0.97%
2014/10/27,8627.78,8671.51,8689.67,8607.23,1.50M,-0.21%
2014/10/28,8773.55,8692.52,8788.28,8692.52,1.85M,1.69%
2014/10/29,8903.68,8821.85,8903.68,8821.85,2.17M,1.48%
2014/10/30,8888.07,8890.19,8892.99,8842.8,1.97M,-0.18%
2014/10/31,8974.76,8909.34,8974.76,8885.21,2.03M,0.98%
2014/11/3,9004.86,9009.38,9029.71,8965.5,2.06M,0.34%
2014/11/4,8989.18,9030.96,9046.22,8980.96,1.70M,-0.17%
2014/11/5,8962.6,8997.76,9013.06,8941.18,1.63M,-0.30%
2014/11/6,8891.02,8968.79,8979.97,8887.36,1.60M,-0.80%
2014/11/7,8912.62,8881.19,8925.62,8867.78,1.49M,0.24%
2014/11/10,9049.98,8937.59,9062.89,8937.59,1.84M,1.54%
2014/11/11,9034.14,9067.54,9069.44,9021.54,1.79M,-0.18%
2014/11/12,8918.95,9030.13,9030.13,8894.11,1.69M,-1.28%
2014/11/13,8980.67,8947.97,8980.67,8927.09,1.34M,0.69%
2014/11/14,8982.88,8992.4,8996.38,8950.23,1.67M,0.02%
2014/11/17,8884.39,9003.37,9024,8878.38,1.62M,-1.10%
2014/11/18,8859.07,8916.08,8944.26,8828.15,1.88M,-0.28%
2014/11/19,8963.24,8896.16,8988.64,8879.29,1.93M,1.18%
2014/11/20,9078.87,8984.93,9078.87,8984.93,1.98M,1.29%
2014/11/21,9091.53,9104.34,9111.18,9071.86,1.71M,0.14%
2014/11/24,9122.33,9144.42,9165.71,9104.54,1.69M,0.34%
2014/11/25,9116.24,9125.27,9153.55,9098.32,1.86M,-0.07%
2014/11/26,9122.39,9125.08,9146.04,9112.19,1.57M,0.07%
2014/11/27,9165.31,9153.49,9217.73,9153.49,1.66M,0.47%
2014/11/28,9187.15,9163.19,9201.8,9158.28,1.67M,0.24%
2014/12/1,9117.71,9038.41,9164.54,8998.55,2.00M,-0.76%
2014/12/2,9034.79,9098.36,9104.84,9009.69,2.12M,-0.91%
2014/12/3,9175.26,9073.47,9188.32,9045.2,2.70M,1.55%
2014/12/4,9225.11,9212.85,9251.85,9195.15,2.42M,0.54%
2014/12/5,9206.57,9220.25,9240.51,9192.29,2.07M,-0.20%
2014/12/8,9187.29,9231.24,9241.63,9174.51,2.00M,-0.21%
2014/12/9,9128.9,9163.43,9177.14,9127.12,1.84M,-0.64%
2014/12/10,9032.16,9115.33,9140.49,9015.52,2.15M,-1.06%
2014/12/11,9013.07,9003.84,9046.4,8971.53,1.67M,-0.21%
2014/12/12,9027.33,9041.54,9084.27,9022.56,1.62M,0.16%
2014/12/15,8985.63,8987.95,8997.08,8943.04,1.67M,-0.46%
2014/12/16,8950.91,8967.82,9031.07,8950.91,1.84M,-0.39%
2014/12/17,8828.36,8961.64,8972.12,8826.03,2.32M,-1.37%
2014/12/18,8878.63,8912.78,8946.42,8876.88,1.98M,0.57%
2014/12/19,8999.52,8981.85,9035.77,8953.17,2.48M,1.36%
2014/12/22,9095,9032.42,9099.85,9024.01,1.95M,1.06%
2014/12/23,9097.71,9123.78,9138.15,9093.43,1.87M,0.03%
2014/12/24,9186.18,9096.48,9186.18,9096.48,2.61M,0.97%
2014/12/25,9158.7,9186.83,9198.04,9153.77,1.83M,-0.30%
2014/12/26,9214.07,9171.91,9214.07,9158.39,1.65M,0.60%
2014/12/27,9218.5,9222.47,9228.65,9197.13,1.26M,0.05%
2014/12/29,9286.28,9216.43,9313.33,9216.43,2.14M,0.74%
2014/12/30,9268.43,9299.1,9338.06,9262.7,1.89M,-0.19%
2014/12/31,9307.26,9260.46,9307.26,9252.31,1.58M,0.42%
2015/1/5,9274.11,9292.31,9292.31,9182.02,2.31M,-0.36%
2015/1/6,9048.34,9209.93,9209.93,9043.44,2.73M,-2.43%
2015/1/7,9080.09,9051.94,9108.66,9050.54,2.38M,0.35%
2015/1/8,9238.03,9154.03,9246.62,9154.03,2.66M,1.74%
2015/1/9,9215.58,9247.4,9284.57,9215.58,2.40M,-0.24%
2015/1/12,9178.3,9198.02,9229.65,9178.3,2.21M,-0.40%
2015/1/13,9231.8,9162.77,9253.82,9161.71,2.32M,0.58%
2015/1/14,9180.23,9235.9,9242.2,9161.71,2.27M,-0.56%
2015/1/15,9165.09,9197.32,9219.43,9149.1,2.21M,-0.16%
2015/1/16,9138.29,9245.77,9256.86,9109.46,2.59M,-0.29%
2015/1/19,9174.06,9183.76,9247.09,9151.82,1.89M,0.39%
2015/1/20,9251.69,9188.76,9259.31,9177.48,1.80M,0.85%
2015/1/21,9319.71,9283.79,9319.71,9275.68,2.17M,0.74%
2015/1/22,9369.51,9336.81,9386.56,9336.81,2.39M,0.53%
2015/1/23,9470.94,9422,9471.8,9422,2.65M,1.08%
2015/1/26,9477.67,9474.56,9478.53,9436.47,1.91M,0.07%
2015/1/27,9521.59,9505.56,9523.73,9471.19,1.88M,0.46%
2015/1/28,9510.92,9503.2,9515.29,9471.31,1.78M,-0.11%
2015/1/29,9426.9,9479.36,9482.13,9403.75,1.85M,-0.88%
2015/1/30,9361.91,9452.85,9466.65,9361.91,2.04M,-0.69%
2015/2/2,9386.99,9368.83,9410.43,9352.19,1.65M,0.27%
2015/2/3,9448.73,9394.47,9460.17,9394.47,1.65M,0.66%
2015/2/4,9513.92,9477.52,9533.88,9477.52,2.13M,0.69%
2015/2/5,9512.05,9511.06,9517.42,9472.42,1.52M,-0.02%
2015/2/6,9456.18,9521.88,9521.88,9448.65,1.53M,-0.59%
2015/2/9,9421.5,9465.12,9465.12,9413.18,1.43M,-0.37%
2015/2/10,9393.7,9405.59,9435.07,9390.13,1.63M,-0.30%
2015/2/11,9462.22,9430.17,9488.72,9430.17,1.91M,0.73%
2015/2/12,9496.31,9496.39,9500.35,9447.19,1.56M,0.36%
2015/2/13,9529.51,9500.04,9542.09,9499.97,1.60M,0.35%
2015/2/24,9629.37,9582.39,9638.48,9582.39,2.33M,1.05%
2015/2/25,9699.54,9655.72,9699.54,9653.77,2.21M,0.73%
2015/2/26,9622.1,9687.48,9688.07,9610.59,2.12M,-0.80%
2015/3/2,9601.36,9665.11,9690.43,9588.36,2.20M,-0.22%
2015/3/3,9605.77,9628.06,9642.95,9571.64,1.88M,0.05%
2015/3/4,9621.73,9596.24,9635.18,9580.78,1.91M,0.17%
2015/3/5,9595.09,9627.04,9631.04,9564.44,1.92M,-0.28%
2015/3/6,9645.77,9587.59,9645.77,9574.55,2.12M,0.53%
2015/3/9,9562.98,9617.04,9617.04,9549.76,1.79M,-0.86%
2015/3/10,9536.53,9566.25,9583.78,9520.33,2.01M,-0.28%
2015/3/11,9523.18,9503.28,9561.81,9472.54,2.23M,-0.14%
2015/3/12,9596,9537.23,9608.02,9530.74,2.36M,0.76%
2015/3/13,9579.35,9608.44,9633.51,9579.35,1.94M,-0.17%
2015/3/16,9512.91,9583.45,9590.76,9512.91,1.77M,-0.69%
2015/3/17,9539.44,9555.1,9629.8,9539.44,2.02M,0.28%
2015/3/18,9653.43,9563.74,9653.43,9561.5,2.20M,1.19%
2015/3/19,9736.73,9668.01,9745.59,9668.01,2.39M,0.86%
2015/3/20,9749.69,9706.35,9749.69,9705.32,2.58M,0.13%
2015/3/23,9758.09,9759.88,9775.63,9729.81,2.21M,0.09%
2015/3/24,9731.66,9759.96,9768.71,9701.33,1.95M,-0.27%
2015/3/25,9667.83,9739.25,9743.58,9653.47,1.97M,-0.66%
2015/3/26,9619.12,9579.63,9619.12,9540.03,2.19M,-0.50%
2015/3/27,9503.72,9593.07,9608.44,9503.72,2.25M,-1.20%
2015/3/30,9521.87,9533.38,9556.25,9503.53,1.78M,0.19%
2015/3/31,9586.44,9568.38,9594.75,9527.87,2.18M,0.68%
2015/4/1,9507.66,9575.11,9575.11,9503.53,1.79M,-0.82%
2015/4/2,9600.32,9535.98,9628.95,9535.98,1.86M,0.97%
2015/4/7,9641.9,9619.97,9653.97,9613.33,2.01M,0.43%
2015/4/8,9571.97,9646.07,9654.67,9562,1.98M,-0.73%
2015/4/9,9568.04,9597.21,9663.05,9559.71,2.17M,-0.04%
2015/4/10,9617.7,9626.88,9648.34,9582.84,2.00M,0.52%
2015/4/13,9666.52,9622.64,9666.52,9622.59,1.86M,0.51%
2015/4/14,9642.22,9646.28,9664.1,9631.19,2.03M,-0.25%
2015/4/15,9540.06,9629.7,9654.15,9508.14,2.44M,-1.06%
2015/4/16,9656.87,9578.71,9656.87,9578.71,2.22M,1.22%
2015/4/17,9570.93,9608.6,9615.52,9570.93,2.05M,-0.89%
2015/4/20,9552.85,9541.83,9572.65,9508.57,1.93M,-0.19%
2015/4/21,9533.98,9554.8,9598.86,9512.64,2.10M,-0.20%
2015/4/22,9613,9549.61,9630.79,9549.61,2.13M,0.83%
2015/4/23,9797.49,9655.3,9814.88,9655.3,3.64M,1.92%
2015/4/24,9913.28,9839.71,9961.31,9839.71,3.79M,1.18%
2015/4/27,9973.12,9941.18,10002.58,9937.04,3.38M,0.60%
2015/4/28,9956.83,9998.08,10014.28,9918.01,2.77M,-0.16%
2015/4/29,9853.83,9934.82,9978.87,9842.5,2.86M,-1.03%
2015/4/30,9820.05,9841.15,9894.9,9820.05,2.64M,-0.34%
2015/5/4,9845.04,9853.51,9871.65,9800.48,2.30M,0.25%
2015/5/5,9820.13,9849.13,9855.64,9788.13,2.13M,-0.25%
2015/5/6,9818.2,9780.39,9829.43,9735.94,2.35M,-0.02%
2015/5/7,9704.11,9789.82,9789.82,9704.11,2.32M,-1.16%
2015/5/8,9692,9724.29,9760.51,9692,2.01M,-0.12%
2015/5/11,9663.72,9763.94,9797.19,9635.88,2.38M,-0.29%
2015/5/12,9680.73,9637.71,9702.67,9637.21,2.14M,0.18%
2015/5/13,9724.11,9697.17,9743.33,9687.66,2.13B,0.45%
2015/5/14,9610.83,9730.33,9734.55,9600.24,2.20B,-1.16%
2015/5/15,9579.48,9638.06,9644.83,9552.86,2.00B,-0.33%
2015/5/18,9606.1,9603.75,9612.44,9550.76,2.15B,0.28%
2015/5/19,9716.77,9623.95,9722.8,9623.95,2.44B,1.15%
2015/5/20,9685.31,9726.02,9736.09,9662.86,2.18B,-0.32%
2015/5/21,9578.56,9647.53,9647.53,9536.16,2.18B,-1.10%
2015/5/22,9638.8,9606.51,9674.77,9606.51,2.18B,0.63%
2015/5/25,9645.17,9654.28,9654.28,9589.32,1.57B,0.07%
2015/5/26,9669.41,9688.31,9724.36,9649.62,1.73B,0.25%
2015/5/27,9693.54,9666.89,9710.29,9648.71,2.38B,0.25%
2015/5/28,9712.84,9741.57,9766.21,9704.93,2.37B,0.20%
2015/5/29,9701.07,9727.59,9747.27,9693,3.16B,-0.12%
2015/6/1,9625.69,9688.13,9692.34,9589.09,1.98B,-0.78%
2015/6/2,9614.26,9619.88,9657.02,9584.56,2.13B,-0.12%
2015/6/3,9556.52,9617.75,9645.48,9550.44,2.29B,-0.60%
2015/6/4,9348.63,9537.09,9558.77,9325.01,2.95B,-2.18%
2015/6/5,9340.13,9328.02,9371.41,9272.94,2.48B,-0.09%
2015/6/8,9368.43,9324.22,9419.22,9258.98,2.18B,0.30%
2015/6/9,9191.87,9346.11,9363.52,9191.87,2.79B,-1.88%
2015/6/10,9298.5,9246.66,9334.5,9246.66,2.19B,1.16%
2015/6/11,9302.49,9330.99,9358.48,9251.18,2.06B,0.04%
2015/6/12,9301.93,9304.75,9339.33,9263.41,1.71B,-0.01%
2015/6/15,9259.48,9304.66,9324.94,9252.34,1.60B,-0.46%
2015/6/16,9212.78,9272.7,9272.7,9177.95,1.74B,-0.50%
2015/6/17,9189.83,9232.81,9242.22,9170.09,2.05B,-0.25%
2015/6/18,9218.37,9189.44,9243.84,9187.87,1.96B,0.31%
2015/6/22,9341.77,9247.76,9371.48,9247.76,1.99B,1.34%
2015/6/23,9391.14,9375.78,9438.39,9375.78,1.94B,0.53%
2015/6/24,9397.31,9390.27,9409.44,9364.38,1.73B,0.07%
2015/6/25,9476.34,9415.78,9500.57,9415.78,2.10B,0.84%
2015/6/26,9462.57,9481.95,9489.91,9442.94,1.58B,-0.15%
2015/6/29,9236.1,9358.96,9358.96,9227.11,1.87B,-2.39%
2015/6/30,9323.02,9223.27,9323.02,9204.45,1.86B,0.94%
2015/7/1,9375.23,9311.76,9404.76,9298.36,1.62B,0.56%
2015/7/2,9379.24,9372.46,9400.68,9350.05,1.75B,0.04%
2015/7/3,9358.23,9369.5,9369.5,9265.14,1.57B,-0.22%
2015/7/6,9255.96,9309.86,9347.54,9255.96,1.58B,-1.09%
2015/7/7,9250.16,9278.33,9332.97,9244.46,1.87B,-0.06%
2015/7/8,8976.11,9225.91,9225.91,8946.75,3.06B,-2.96%
2015/7/9,8914.13,8861.28,8946.24,8750.92,2.59B,-0.69%
2015/7/10,8914.13,8861.28,8946.24,8750.92,2.59M,0.00%
2015/7/13,9033.92,8946.72,9041.88,8946.72,2.08B,1.34%
2015/7/14,9041.76,9061.58,9124.76,9041.76,2.14B,0.09%
2015/7/15,9054.2,9063.54,9089.47,9005.1,1.79B,0.14%
2015/7/16,9042.21,9062.76,9085.31,9021.82,1.67B,-0.13%
2015/7/17,9045.98,9060.92,9079.23,9018,1.62B,0.04%
2015/7/20,8975,9085,9124.88,8952.64,1.77B,-0.78%
2015/7/21,9005.96,8997.56,9010.71,8940.38,1.71B,0.34%
2015/7/22,8918.7,8955.59,8968.39,8896.1,1.72B,-0.97%
2015/7/23,8791.12,8865.36,8895.88,8751.71,2.08B,-1.43%
2015/7/24,8767.86,8809.65,8811.76,8733.43,1.62B,-0.26%
2015/7/27,8556.68,8733.24,8733.24,8553.09,2.32B,-2.41%
2015/7/28,8582.49,8566.42,8635.88,8532,2.27B,0.30%
2015/7/29,8563.48,8587.7,8619.41,8516.23,2.05B,-0.22%
2015/7/30,8651.49,8567.23,8697.18,8567.23,2.01B,1.03%
2015/7/31,8665.34,8670.92,8676.29,8591.37,2.02B,0.16%
2015/8/3,8524.41,8636.53,8636.53,8482.92,1.82B,-1.63%
2015/8/4,8510.86,8538.44,8590.3,8433.92,2.24B,-0.16%
2015/8/5,8542.27,8504.94,8563.01,8486.27,1.85B,0.37%
2015/8/6,8449.56,8564.55,8586.24,8404.67,2.00B,-1.09%
2015/8/7,8442.29,8409.01,8458.04,8368.4,1.65B,-0.09%
2015/8/10,8466.84,8410.63,8484.18,8374.08,1.71B,0.29%
2015/8/11,8394.14,8542.13,8586.22,8393.08,2.18B,-0.86%
2015/8/12,8283.38,8365.15,8376.59,8235.95,2.32B,-1.32%
2015/8/13,8311.74,8284.96,8348.39,8271.69,2.00B,0.34%
2015/8/14,8305.64,8315.14,8343.98,8283.35,1.77B,-0.07%
2015/8/17,8213.42,8307.9,8308.54,8213.42,1.73B,-1.11%
2015/8/18,8177.22,8237.08,8277.22,8166.77,1.91B,-0.44%
2015/8/19,8021.84,8182.81,8182.81,7987.57,2.56B,-1.90%
2015/8/20,8029.81,8008.68,8063.8,7951.72,2.05B,0.10%
2015/8/21,7786.92,7941.95,7941.95,7786.92,2.55B,-3.02%
2015/8/24,7410.34,7719.63,7719.63,7203.07,3.91B,-4.84%
2015/8/25,7675.64,7427.36,7677.93,7368.47,3.02B,3.58%
2015/8/26,7715.59,7636.12,7762.45,7547.61,2.50B,0.52%
2015/8/27,7824.55,7762.63,7856.4,7762.63,2.63B,1.41%
2015/8/28,8019.18,7923.77,8039.76,7923.77,2.57B,2.49%
2015/8/31,8174.92,8026.62,8174.92,7961.77,2.65B,1.94%
2015/9/1,8017.56,8117.5,8119.9,8002.18,2.18B,-1.92%
2015/9/2,8035.29,7970.4,8068.06,7907.31,2.20B,0.22%
2015/9/3,8095.95,8071.37,8101.13,8007.48,2.44B,0.75%
2015/9/4,8000.6,8087.62,8128.23,7990.86,2.33B,-1.18%
2015/9/7,7986.56,7990.76,8053.2,7957.8,1.50B,-0.18%
2015/9/8,8001.5,7993.1,8031.26,7978.78,1.50B,0.19%
2015/9/9,8286.92,8097.22,8296.13,8097.22,2.75B,3.57%
2015/9/10,8268.68,8247.64,8274.82,8214.5,2.04B,-0.22%
2015/9/11,8305.82,8271.25,8313.18,8233.14,1.84B,0.45%
2015/9/14,8307.29,8332.57,8360.03,8259.31,1.77B,0.02%
2015/9/15,8259.99,8320.22,8327.95,8226.07,1.62B,-0.57%
2015/9/16,8333.29,8298.13,8342.36,8276.94,1.86B,0.89%
2015/9/17,8445.5,8377.31,8467.15,8377.31,2.32B,1.35%
